 EoSType = ColdTable
 Nrho=2000
 RhoMin=   0.161865E-14    RhoMax=   0.998053E-03
HeatCapacity=   0.160000E-02
     GammaTh=   0.166667E+01
    Kappa=   0.100000E+03
 RhoSpacing = Log
-2.71975646E-03 1.56243686E+00 5.64241946E-03
-2.71950845E-03 1.56243893E+00 5.66279142E-03
-2.71925924E-03 1.56244102E+00 5.68308954E-03
-2.71900884E-03 1.56244310E+00 5.70331460E-03
-2.71875724E-03 1.56244518E+00 5.72346738E-03
-2.71850443E-03 1.56244727E+00 5.74354864E-03
-2.71825040E-03 1.56244936E+00 5.76355912E-03
-2.71798660E-03 1.56245169E+00 5.78474632E-03
-2.71772019E-03 1.56245404E+00 5.80604057E-03
-2.71745245E-03 1.56245640E+00 5.82725609E-03
-2.71718334E-03 1.56245876E+00 5.84839452E-03
-2.71691291E-03 1.56246112E+00 5.86945515E-03
-2.71664111E-03 1.56246348E+00 5.89044036E-03
-2.71636798E-03 1.56246584E+00 5.91134940E-03
-2.71609349E-03 1.56246821E+00 5.93218386E-03
-2.71581763E-03 1.56247059E+00 5.95294450E-03
-2.71554039E-03 1.56247296E+00 5.97363211E-03
-2.71525393E-03 1.56247601E+00 5.99540099E-03
-2.71496411E-03 1.56247921E+00 6.01736561E-03
-2.71467279E-03 1.56248242E+00 6.03924935E-03
-2.71438000E-03 1.56248564E+00 6.06105229E-03
-2.71408566E-03 1.56248886E+00 6.08277687E-03
-2.71378980E-03 1.56249207E+00 6.10442315E-03
-2.71349242E-03 1.56249529E+00 6.12599197E-03
-2.71319349E-03 1.56249852E+00 6.14748412E-03
-2.71289302E-03 1.56250174E+00 6.16890042E-03
-2.71259100E-03 1.56250497E+00 6.19024165E-03
-2.71228032E-03 1.56250918E+00 6.21256771E-03
-2.71196562E-03 1.56251375E+00 6.23517589E-03
-2.71164917E-03 1.56251832E+00 6.25770292E-03
-2.71133103E-03 1.56252288E+00 6.28014805E-03
-2.71101126E-03 1.56252747E+00 6.30251053E-03
-2.71068972E-03 1.56253204E+00 6.32479449E-03
-2.71036651E-03 1.56253663E+00 6.34699832E-03
-2.71004156E-03 1.56254122E+00 6.36912366E-03
-2.70971485E-03 1.56254581E+00 6.39117216E-03
-2.70938644E-03 1.56255041E+00 6.41314296E-03
-2.70904996E-03 1.56255621E+00 6.43600088E-03
-2.70870869E-03 1.56256258E+00 6.45922950E-03
-2.70836555E-03 1.56256897E+00 6.48237369E-03
-2.70802052E-03 1.56257536E+00 6.50543434E-03
-2.70767361E-03 1.56258175E+00 6.52841234E-03
-2.70732479E-03 1.56258816E+00 6.55130856E-03
-2.70697406E-03 1.56259456E+00 6.57412385E-03
-2.70662141E-03 1.56260098E+00 6.59685905E-03
-2.70626679E-03 1.56260739E+00 6.61951585E-03
-2.70591026E-03 1.56261381E+00 6.64209334E-03
-2.70554628E-03 1.56262157E+00 6.66545977E-03
-2.70517675E-03 1.56263015E+00 6.68928536E-03
-2.70480522E-03 1.56263875E+00 6.71302336E-03
-2.70443159E-03 1.56264737E+00 6.73667641E-03
-2.70405579E-03 1.56265597E+00 6.76024714E-03
-2.70367795E-03 1.56266460E+00 6.78373293E-03
-2.70329799E-03 1.56267324E+00 6.80713640E-03
-2.70291581E-03 1.56268186E+00 6.83046014E-03
-2.70253156E-03 1.56269052E+00 6.85370148E-03
-2.70214515E-03 1.56269918E+00 6.87686298E-03
-2.70175179E-03 1.56270920E+00 6.90071827E-03
-2.70135233E-03 1.56272036E+00 6.92511547E-03
-2.70095061E-03 1.56273154E+00 6.94942469E-03
-2.70054655E-03 1.56274272E+00 6.97364865E-03
-2.70014016E-03 1.56275390E+00 6.99778734E-03
-2.69973148E-03 1.56276511E+00 7.02184073E-03
-2.69932036E-03 1.56277631E+00 7.04581240E-03
-2.69890696E-03 1.56278754E+00 7.06969959E-03
-2.69849115E-03 1.56279878E+00 7.09350584E-03
-2.69807294E-03 1.56281002E+00 7.11723107E-03
-2.69764839E-03 1.56282263E+00 7.14155200E-03
-2.69721714E-03 1.56283667E+00 7.16649932E-03
-2.69678336E-03 1.56285073E+00 7.19135855E-03
-2.69634707E-03 1.56286481E+00 7.21612969E-03
-2.69590822E-03 1.56287890E+00 7.24081453E-03
-2.69546680E-03 1.56289300E+00 7.26541397E-03
-2.69502279E-03 1.56290712E+00 7.28992887E-03
-2.69457614E-03 1.56292124E+00 7.31436101E-03
-2.69412687E-03 1.56293538E+00 7.33871029E-03
-2.69367500E-03 1.56294954E+00 7.36297660E-03
-2.69321725E-03 1.56296499E+00 7.38774479E-03
-2.69275232E-03 1.56298220E+00 7.41322086E-03
-2.69228462E-03 1.56299943E+00 7.43860800E-03
-2.69181417E-03 1.56301668E+00 7.46390616E-03
-2.69134091E-03 1.56303395E+00 7.48911719E-03
-2.69086479E-03 1.56305122E+00 7.51424292E-03
-2.69038582E-03 1.56306851E+00 7.53928325E-03
-2.68990408E-03 1.56308584E+00 7.56423711E-03
-2.68941938E-03 1.56310317E+00 7.58910919E-03
-2.68893179E-03 1.56312051E+00 7.61389837E-03
-2.68843877E-03 1.56313904E+00 7.63909617E-03
-2.68793823E-03 1.56315966E+00 7.66508107E-03
-2.68743465E-03 1.56318031E+00 7.69097634E-03
-2.68692803E-03 1.56320097E+00 7.71678289E-03
-2.68641834E-03 1.56322166E+00 7.74250161E-03
-2.68590556E-03 1.56324237E+00 7.76813336E-03
-2.68538967E-03 1.56326309E+00 7.79367900E-03
-2.68487062E-03 1.56328383E+00 7.81914037E-03
-2.68434847E-03 1.56330459E+00 7.84451632E-03
-2.68382311E-03 1.56332537E+00 7.86980965E-03
-2.68329274E-03 1.56334720E+00 7.89541922E-03
-2.68275451E-03 1.56337144E+00 7.92189679E-03
-2.68221294E-03 1.56339570E+00 7.94828517E-03
-2.68166805E-03 1.56341999E+00 7.97458428E-03
-2.68111986E-03 1.56344430E+00 8.00079398E-03
-2.68056831E-03 1.56346864E+00 8.02691613E-03
-2.68001337E-03 1.56349301E+00 8.05295159E-03
-2.67945502E-03 1.56351740E+00 8.07890120E-03
-2.67889321E-03 1.56354180E+00 8.10476681E-03
-2.67832795E-03 1.56356623E+00 8.13054820E-03
-2.67775790E-03 1.56359151E+00 8.15655765E-03
-2.67717984E-03 1.56361954E+00 8.18351243E-03
-2.67659819E-03 1.56364760E+00 8.21037658E-03
-2.67601294E-03 1.56367569E+00 8.23715100E-03
-2.67542405E-03 1.56370381E+00 8.26383656E-03
-2.67483152E-03 1.56373196E+00 8.29043412E-03
-2.67423531E-03 1.56376013E+00 8.31694452E-03
-2.67363540E-03 1.56378834E+00 8.34336858E-03
-2.67303177E-03 1.56381657E+00 8.36970713E-03
-2.67242440E-03 1.56384482E+00 8.39596098E-03
-2.67181241E-03 1.56387373E+00 8.42235495E-03
-2.67119241E-03 1.56390573E+00 8.44976951E-03
-2.67056844E-03 1.56393774E+00 8.47709524E-03
-2.66994061E-03 1.56396979E+00 8.50432981E-03
-2.66930885E-03 1.56400188E+00 8.53147516E-03
-2.66867310E-03 1.56403398E+00 8.55853321E-03
-2.66803345E-03 1.56406614E+00 8.58550156E-03
-2.66738972E-03 1.56409831E+00 8.61238535E-03
-2.66674205E-03 1.56413054E+00 8.63918106E-03
-2.66609023E-03 1.56416277E+00 8.66589382E-03
-2.66543392E-03 1.56419544E+00 8.69265954E-03
-2.66476962E-03 1.56423151E+00 8.72052483E-03
-2.66410114E-03 1.56426761E+00 8.74829890E-03
-2.66342850E-03 1.56430376E+00 8.77598150E-03
-2.66275161E-03 1.56433995E+00 8.80357458E-03
-2.66207041E-03 1.56437616E+00 8.83108008E-03
-2.66138492E-03 1.56441241E+00 8.85849773E-03
-2.66069511E-03 1.56444870E+00 8.88582835E-03
-2.66000095E-03 1.56448502E+00 8.91307272E-03
-2.65930241E-03 1.56452138E+00 8.94023165E-03
-2.65859941E-03 1.56455795E+00 8.96735740E-03
-2.65788856E-03 1.56459821E+00 8.99566188E-03
-2.65717322E-03 1.56463850E+00 9.02387490E-03
-2.65645334E-03 1.56467884E+00 9.05199734E-03
-2.65572890E-03 1.56471922E+00 9.08003003E-03
-2.65499986E-03 1.56475964E+00 9.10797380E-03
-2.65426621E-03 1.56480011E+00 9.13582947E-03
-2.65352791E-03 1.56484061E+00 9.16359783E-03
-2.65278498E-03 1.56488116E+00 9.19127854E-03
-2.65203728E-03 1.56492175E+00 9.21887466E-03
-2.65128490E-03 1.56496239E+00 9.24638466E-03
-2.65052518E-03 1.56500683E+00 9.27508883E-03
-2.64976055E-03 1.56505140E+00 9.30373258E-03
-2.64899111E-03 1.56509603E+00 9.33228440E-03
-2.64821677E-03 1.56514070E+00 9.36074628E-03
-2.64743746E-03 1.56518541E+00 9.38912018E-03
-2.64665323E-03 1.56523017E+00 9.41740461E-03
-2.64586402E-03 1.56527498E+00 9.44560150E-03
-2.64506973E-03 1.56531983E+00 9.47371281E-03
-2.64427044E-03 1.56536473E+00 9.50173697E-03
-2.64346606E-03 1.56540968E+00 9.52967591E-03
-2.64265504E-03 1.56545821E+00 9.55872130E-03
-2.64183876E-03 1.56550714E+00 9.58778820E-03
-2.64101727E-03 1.56555612E+00 9.61676416E-03
-2.64019054E-03 1.56560515E+00 9.64565000E-03
-2.63935854E-03 1.56565423E+00 9.67444653E-03
-2.63852122E-03 1.56570337E+00 9.70315454E-03
-2.63767852E-03 1.56575254E+00 9.73177602E-03
-2.63683049E-03 1.56580177E+00 9.76030933E-03
-2.63597699E-03 1.56585105E+00 9.78875764E-03
-2.63511810E-03 1.56590038E+00 9.81711929E-03
-2.63425323E-03 1.56595306E+00 9.84650140E-03
-2.63338273E-03 1.56600639E+00 9.87598931E-03
-2.63250657E-03 1.56605975E+00 9.90538856E-03
-2.63162492E-03 1.56611319E+00 9.93469510E-03
-2.63073764E-03 1.56616668E+00 9.96391215E-03
-2.62984463E-03 1.56622022E+00 9.99304173E-03
-2.62894592E-03 1.56627381E+00 1.00220834E-02
-2.62804152E-03 1.56632747E+00 1.00510366E-02
-2.62713134E-03 1.56638119E+00 1.00799035E-02
-2.62621523E-03 1.56643494E+00 1.01086871E-02
-2.62529375E-03 1.56649181E+00 1.01384044E-02
-2.62436642E-03 1.56654955E+00 1.01683121E-02
-2.62343311E-03 1.56660735E+00 1.01981297E-02
-2.62249383E-03 1.56666521E+00 1.02278568E-02
-2.62154861E-03 1.56672314E+00 1.02574931E-02
-2.62059735E-03 1.56678113E+00 1.02870404E-02
-2.61964001E-03 1.56683918E+00 1.03164996E-02
-2.61867655E-03 1.56689729E+00 1.03458714E-02
-2.61770693E-03 1.56695546E+00 1.03751566E-02
-2.61673105E-03 1.56701368E+00 1.04043571E-02
-2.61575010E-03 1.56707474E+00 1.04344111E-02
-2.61476325E-03 1.56713692E+00 1.04647393E-02
-2.61377015E-03 1.56719917E+00 1.04949747E-02
-2.61277071E-03 1.56726149E+00 1.05251194E-02
-2.61176483E-03 1.56732387E+00 1.05551756E-02
-2.61075258E-03 1.56738632E+00 1.05851413E-02
-2.60973388E-03 1.56744884E+00 1.06150187E-02
-2.60870860E-03 1.56751141E+00 1.06448097E-02
-2.60767678E-03 1.56757405E+00 1.06745139E-02
-2.60663849E-03 1.56763677E+00 1.07041293E-02
-2.60559517E-03 1.56770203E+00 1.07345219E-02
-2.60454614E-03 1.56776866E+00 1.07652711E-02
-2.60349049E-03 1.56783537E+00 1.07959273E-02
-2.60242805E-03 1.56790214E+00 1.08264940E-02
-2.60135890E-03 1.56796899E+00 1.08569692E-02
-2.60028287E-03 1.56803590E+00 1.08873564E-02
-2.59919999E-03 1.56810288E+00 1.09176549E-02
-2.59811020E-03 1.56816993E+00 1.09478656E-02
-2.59701347E-03 1.56823706E+00 1.09779891E-02
-2.59590974E-03 1.56830425E+00 1.10080261E-02
-2.59480126E-03 1.56837373E+00 1.10387571E-02
-2.59368729E-03 1.56844481E+00 1.10699312E-02
-2.59256625E-03 1.56851596E+00 1.11010134E-02
-2.59143802E-03 1.56858717E+00 1.11320058E-02
-2.59030262E-03 1.56865846E+00 1.11629078E-02
-2.58916007E-03 1.56872984E+00 1.11937188E-02
-2.58801025E-03 1.56880129E+00 1.12244408E-02
-2.58685306E-03 1.56887281E+00 1.12550761E-02
-2.58568852E-03 1.56894441E+00 1.12856239E-02
-2.58451663E-03 1.56901609E+00 1.13160835E-02
-2.58333987E-03 1.56908977E+00 1.13514702E-02
-2.58215806E-03 1.56916526E+00 1.13911771E-02
-2.58096877E-03 1.56924084E+00 1.14307378E-02
-2.57977182E-03 1.56931647E+00 1.14701565E-02
-2.57856742E-03 1.56939220E+00 1.15094293E-02
-2.57735539E-03 1.56946802E+00 1.15485603E-02
-2.57613561E-03 1.56954391E+00 1.15875523E-02
-2.57490811E-03 1.56961988E+00 1.16264055E-02
-2.57367290E-03 1.56969594E+00 1.16651197E-02
-2.57242986E-03 1.56977208E+00 1.17036977E-02
-2.57087956E-03 1.56980840E+00 1.17474466E-02
-2.56897188E-03 1.56979883E+00 1.17971747E-02
-2.56704772E-03 1.56978906E+00 1.18468122E-02
-2.56510719E-03 1.56977910E+00 1.18963560E-02
-2.56314995E-03 1.56976894E+00 1.19458117E-02
-2.56117610E-03 1.56975860E+00 1.19951762E-02
-2.55918543E-03 1.56974807E+00 1.20444522E-02
-2.55717777E-03 1.56973734E+00 1.20936423E-02
-2.55465549E-03 1.56972731E+00 1.21428086E-02
-2.55149385E-03 1.56971845E+00 1.21920452E-02
-2.54981579E-03 1.56978690E+00 1.22235195E-02
-2.55037110E-03 1.56997045E+00 1.22282652E-02
-2.55031544E-03 1.57015526E+00 1.22331279E-02
-2.54965478E-03 1.57034105E+00 1.22385332E-02
-2.54898904E-03 1.57052675E+00 1.22441585E-02
-2.54831818E-03 1.57071234E+00 1.22500029E-02
-2.54764203E-03 1.57089781E+00 1.22560688E-02
-2.54696062E-03 1.57108318E+00 1.22623542E-02
-2.54627400E-03 1.57126844E+00 1.22688569E-02
-2.54558206E-03 1.57145359E+00 1.22755779E-02
-2.54464856E-03 1.57160589E+00 1.22909404E-02
-2.54324454E-03 1.57169402E+00 1.23228248E-02
-2.54183169E-03 1.57178222E+00 1.23546209E-02
-2.54041001E-03 1.57187050E+00 1.23863282E-02
-2.53897946E-03 1.57195885E+00 1.24179474E-02
-2.53753990E-03 1.57204727E+00 1.24494804E-02
-2.53609143E-03 1.57213577E+00 1.24809252E-02
-2.53463384E-03 1.57222434E+00 1.25122853E-02
-2.53316722E-03 1.57231300E+00 1.25435584E-02
-2.53169145E-03 1.57240173E+00 1.25747466E-02
-2.53020907E-03 1.57249148E+00 1.26065066E-02
-2.52872436E-03 1.57258380E+00 1.26399057E-02
-2.52723061E-03 1.57267626E+00 1.26731927E-02
-2.52572742E-03 1.57276880E+00 1.27063743E-02
-2.52421498E-03 1.57286147E+00 1.27394469E-02
-2.52269315E-03 1.57295425E+00 1.27724129E-02
-2.52116179E-03 1.57304713E+00 1.28052746E-02
-2.51962093E-03 1.57314011E+00 1.28380312E-02
-2.51807058E-03 1.57323322E+00 1.28706821E-02
-2.51651060E-03 1.57332645E+00 1.29032296E-02
-2.51494317E-03 1.57342047E+00 1.29360205E-02
-2.51337502E-03 1.57351725E+00 1.29700006E-02
-2.51179728E-03 1.57361417E+00 1.30038789E-02
-2.51020981E-03 1.57371121E+00 1.30376581E-02
-2.50861246E-03 1.57380836E+00 1.30713404E-02
-2.50700527E-03 1.57390564E+00 1.31049250E-02
-2.50538816E-03 1.57400304E+00 1.31384127E-02
-2.50376108E-03 1.57410056E+00 1.31718041E-02
-2.50212397E-03 1.57419820E+00 1.32051001E-02
-2.50047675E-03 1.57429597E+00 1.32383013E-02
-2.49882124E-03 1.57439426E+00 1.32716286E-02
-2.49716655E-03 1.57449506E+00 1.33061488E-02
-2.49550173E-03 1.57459598E+00 1.33405794E-02
-2.49382680E-03 1.57469704E+00 1.33749193E-02
-2.49214162E-03 1.57479823E+00 1.34091709E-02
-2.49044604E-03 1.57489954E+00 1.34433366E-02
-2.48874007E-03 1.57500097E+00 1.34774154E-02
-2.48702365E-03 1.57510254E+00 1.35114080E-02
-2.48529673E-03 1.57520423E+00 1.35453148E-02
-2.48355932E-03 1.57530607E+00 1.35791350E-02
-2.48181226E-03 1.57540825E+00 1.36129986E-02
-2.48006759E-03 1.57551326E+00 1.36481674E-02
-2.47831213E-03 1.57561836E+00 1.36832582E-02
-2.47654609E-03 1.57572357E+00 1.37182666E-02
-2.47476931E-03 1.57582890E+00 1.37531949E-02
-2.47298164E-03 1.57593433E+00 1.37880453E-02
-2.47118328E-03 1.57603989E+00 1.38228135E-02
-2.46937379E-03 1.57614554E+00 1.38575066E-02
-2.46755340E-03 1.57625132E+00 1.38921204E-02
-2.46572193E-03 1.57635720E+00 1.39266571E-02
-2.46387956E-03 1.57646324E+00 1.39611404E-02
-2.46204079E-03 1.57657162E+00 1.39967428E-02
-2.46019101E-03 1.57668011E+00 1.40322468E-02
-2.45832998E-03 1.57678870E+00 1.40676561E-02
-2.45645770E-03 1.57689738E+00 1.41029699E-02
-2.45457422E-03 1.57700618E+00 1.41381874E-02
-2.45267936E-03 1.57711509E+00 1.41733109E-02
-2.45077296E-03 1.57722409E+00 1.42083425E-02
-2.44885505E-03 1.57733319E+00 1.42432815E-02
-2.44692565E-03 1.57744240E+00 1.42781269E-02
-2.44498449E-03 1.57755171E+00 1.43128826E-02
-2.44304692E-03 1.57766450E+00 1.43485825E-02
-2.44109847E-03 1.57777758E+00 1.43842233E-02
-2.43913825E-03 1.57789077E+00 1.44197580E-02
-2.43716628E-03 1.57800409E+00 1.44551858E-02
-2.43518261E-03 1.57811755E+00 1.44905058E-02
-2.43318694E-03 1.57823113E+00 1.45257221E-02
-2.43117932E-03 1.57834483E+00 1.45608338E-02
-2.42915978E-03 1.57845868E+00 1.45958400E-02
-2.42712792E-03 1.57857263E+00 1.46307464E-02
-2.42508410E-03 1.57868673E+00 1.46655470E-02
-2.42304363E-03 1.57880332E+00 1.47022067E-02
-2.42099290E-03 1.57892034E+00 1.47389993E-02
-2.41893010E-03 1.57903751E+00 1.47756821E-02
-2.41685504E-03 1.57915481E+00 1.48122577E-02
-2.41476753E-03 1.57927225E+00 1.48487286E-02
-2.41266762E-03 1.57938984E+00 1.48850940E-02
-2.41055523E-03 1.57950756E+00 1.49213545E-02
-2.40843029E-03 1.57962542E+00 1.49575109E-02
-2.40629271E-03 1.57974343E+00 1.49935640E-02
-2.40414242E-03 1.57986158E+00 1.50295145E-02
-2.40199529E-03 1.57998145E+00 1.50665706E-02
-2.39983887E-03 1.58010182E+00 1.51037758E-02
-2.39766975E-03 1.58022234E+00 1.51408789E-02
-2.39548774E-03 1.58034299E+00 1.51778824E-02
-2.39329286E-03 1.58046380E+00 1.52147851E-02
-2.39108515E-03 1.58058478E+00 1.52515860E-02
-2.38886443E-03 1.58070590E+00 1.52882877E-02
-2.38663051E-03 1.58082717E+00 1.53248926E-02
-2.38438341E-03 1.58094859E+00 1.53613997E-02
-2.38212306E-03 1.58107016E+00 1.53978096E-02
-2.37986513E-03 1.58119415E+00 1.54351135E-02
-2.37759884E-03 1.58131900E+00 1.54726309E-02
-2.37531929E-03 1.58144399E+00 1.55100544E-02
-2.37302653E-03 1.58156915E+00 1.55473825E-02
-2.37072013E-03 1.58169443E+00 1.55846218E-02
-2.36840048E-03 1.58181989E+00 1.56217652E-02
-2.36606702E-03 1.58194547E+00 1.56588211E-02
-2.36372016E-03 1.58207122E+00 1.56957824E-02
-2.36135932E-03 1.58219711E+00 1.57326574E-02
-2.35898468E-03 1.58232315E+00 1.57694429E-02
-2.35661159E-03 1.58245084E+00 1.58073294E-02
-2.35423135E-03 1.58257932E+00 1.58456295E-02
-2.35183718E-03 1.58270794E+00 1.58838317E-02
-2.34942913E-03 1.58283671E+00 1.59219347E-02
-2.34700710E-03 1.58296562E+00 1.59599392E-02
-2.34457103E-03 1.58309468E+00 1.59978459E-02
-2.34212082E-03 1.58322389E+00 1.60356556E-02
-2.33965639E-03 1.58335325E+00 1.60733688E-02
-2.33717754E-03 1.58348275E+00 1.61109882E-02
-2.33468455E-03 1.58361241E+00 1.61485088E-02
-2.33219206E-03 1.58374381E+00 1.61868610E-02
-2.32969410E-03 1.58387628E+00 1.62256381E-02
-2.32718178E-03 1.58400891E+00 1.62643111E-02
-2.32461287E-03 1.58414171E+00 1.63028812E-02
-2.32198960E-03 1.58427468E+00 1.63413462E-02
-2.31935173E-03 1.58440783E+00 1.63797095E-02
-2.31669919E-03 1.58454113E+00 1.64179719E-02
-2.31403189E-03 1.58467459E+00 1.64561340E-02
-2.31134977E-03 1.58480821E+00 1.64941966E-02
-2.30865274E-03 1.58494200E+00 1.65321604E-02
-2.30595246E-03 1.58507717E+00 1.65711583E-02
-2.30324610E-03 1.58521342E+00 1.66108981E-02
-2.30052481E-03 1.58534983E+00 1.66505319E-02
-2.29778854E-03 1.58548640E+00 1.66900586E-02
-2.29503719E-03 1.58562315E+00 1.67294769E-02
-2.29227069E-03 1.58576006E+00 1.67687915E-02
-2.28948896E-03 1.58589713E+00 1.68080012E-02
-2.28669193E-03 1.58603438E+00 1.68471047E-02
-2.28387951E-03 1.58617177E+00 1.68861087E-02
-2.28105162E-03 1.58630935E+00 1.69250059E-02
-2.27821856E-03 1.58644803E+00 1.69645724E-02
-2.27538009E-03 1.58658778E+00 1.70047807E-02
-2.27252616E-03 1.58672770E+00 1.70448831E-02
-2.26965668E-03 1.58686779E+00 1.70848805E-02
-2.26677157E-03 1.58700805E+00 1.71247755E-02
-2.26387075E-03 1.58714849E+00 1.71645649E-02
-2.26095415E-03 1.58728910E+00 1.72042514E-02
-2.25802165E-03 1.58742986E+00 1.72438397E-02
-2.25507322E-03 1.58757081E+00 1.72833245E-02
-2.25210875E-03 1.58771193E+00 1.73227085E-02
-2.24913796E-03 1.58785426E+00 1.73627346E-02
-2.24616339E-03 1.58799805E+00 1.74035919E-02
-2.24317279E-03 1.58814201E+00 1.74443448E-02
-2.24016604E-03 1.58828614E+00 1.74849983E-02
-2.23714311E-03 1.58843045E+00 1.75255488E-02
-2.23410388E-03 1.58857493E+00 1.75659992E-02
-2.23104824E-03 1.58871956E+00 1.76063541E-02
-2.22797618E-03 1.58886439E+00 1.76466062E-02
-2.22488754E-03 1.58900936E+00 1.76867643E-02
-2.22178232E-03 1.58915453E+00 1.77268207E-02
-2.21866906E-03 1.58930042E+00 1.77676015E-02
-2.21555337E-03 1.58944742E+00 1.78096077E-02
-2.21242104E-03 1.58959458E+00 1.78514964E-02
-2.20927198E-03 1.58974191E+00 1.78932683E-02
-2.20610612E-03 1.58988942E+00 1.79349243E-02
-2.20292336E-03 1.59003709E+00 1.79764652E-02
-2.19972363E-03 1.59018493E+00 1.80178917E-02
-2.19650686E-03 1.59033295E+00 1.80592026E-02
-2.19327292E-03 1.59048114E+00 1.81004028E-02
-2.19002177E-03 1.59062950E+00 1.81414888E-02
-2.18676067E-03 1.59077858E+00 1.81829751E-02
-2.18349843E-03 1.59092908E+00 1.82254338E-02
-2.18021893E-03 1.59107977E+00 1.82677678E-02
-2.17692212E-03 1.59123064E+00 1.83099759E-02
-2.17360789E-03 1.59138171E+00 1.83520589E-02
-2.17027618E-03 1.59153297E+00 1.83940178E-02
-2.16692685E-03 1.59168441E+00 1.84358555E-02
-2.16355989E-03 1.59183606E+00 1.84775686E-02
-2.16017517E-03 1.59198790E+00 1.85191600E-02
-2.15677258E-03 1.59213992E+00 1.85606327E-02
-2.15335832E-03 1.59229261E+00 1.86023548E-02
-2.14994476E-03 1.59244687E+00 1.86450581E-02
-2.14651336E-03 1.59260134E+00 1.86876514E-02
-2.14306403E-03 1.59275600E+00 1.87301355E-02
-2.13959663E-03 1.59291085E+00 1.87725134E-02
-2.13611113E-03 1.59306591E+00 1.88147836E-02
-2.13260746E-03 1.59322117E+00 1.88569445E-02
-2.12908542E-03 1.59337662E+00 1.88990037E-02
-2.12554509E-03 1.59353229E+00 1.89409527E-02
-2.12198621E-03 1.59368813E+00 1.89828014E-02
-2.11841381E-03 1.59384461E+00 1.90248715E-02
-2.11484444E-03 1.59400307E+00 1.90682521E-02
-2.11125659E-03 1.59416172E+00 1.91115250E-02
-2.10765021E-03 1.59432057E+00 1.91546887E-02
-2.10402517E-03 1.59447962E+00 1.91977463E-02
-2.10038138E-03 1.59463885E+00 1.92406983E-02
-2.09671874E-03 1.59479828E+00 1.92835455E-02
-2.09303712E-03 1.59495789E+00 1.93262909E-02
-2.08933647E-03 1.59511770E+00 1.93689328E-02
-2.08561676E-03 1.59527771E+00 1.94114698E-02
-2.08188112E-03 1.59543812E+00 1.94542222E-02
-2.07814956E-03 1.59560023E+00 1.94990941E-02
-2.07439894E-03 1.59576256E+00 1.95438400E-02
-2.07062903E-03 1.59592506E+00 1.95884654E-02
-2.06683982E-03 1.59608777E+00 1.96329689E-02
-2.06303121E-03 1.59625067E+00 1.96773513E-02
-2.05920310E-03 1.59641378E+00 1.97216134E-02
-2.05535535E-03 1.59657707E+00 1.97657583E-02
-2.05148797E-03 1.59674057E+00 1.98097822E-02
-2.04760081E-03 1.59690428E+00 1.98536881E-02
-2.04369537E-03 1.59706823E+00 1.98975946E-02
-2.03979545E-03 1.59723324E+00 1.99431801E-02
-2.03587567E-03 1.59739844E+00 1.99886331E-02
-2.03193608E-03 1.59756386E+00 2.00339497E-02
-2.02797645E-03 1.59772947E+00 2.00791358E-02
-2.02399675E-03 1.59789529E+00 2.01241896E-02
-2.01999681E-03 1.59806131E+00 2.01691147E-02
-2.01597668E-03 1.59822754E+00 2.02139069E-02
-2.01193605E-03 1.59839396E+00 2.02585745E-02
-2.00787495E-03 1.59856059E+00 2.03031134E-02
-2.00379338E-03 1.59872743E+00 2.03475222E-02
-1.99971928E-03 1.59889655E+00 2.03933603E-02
-1.99562488E-03 1.59906590E+00 2.04390641E-02
-1.99150976E-03 1.59923547E+00 2.04846361E-02
-1.98737414E-03 1.59940528E+00 2.05300675E-02
-1.98321760E-03 1.59957530E+00 2.05753691E-02
-1.97904020E-03 1.59974555E+00 2.06205367E-02
-1.97484193E-03 1.59991603E+00 2.06655688E-02
-1.97062253E-03 1.60008674E+00 2.07104711E-02
-1.96638197E-03 1.60025767E+00 2.07552422E-02
-1.96212016E-03 1.60042884E+00 2.07998828E-02
-1.95786466E-03 1.60060152E+00 2.08467554E-02
-1.95359013E-03 1.60077455E+00 2.08936732E-02
-1.94929418E-03 1.60094779E+00 2.09404769E-02
-1.94497697E-03 1.60112127E+00 2.09871596E-02
-1.94063830E-03 1.60129499E+00 2.10337246E-02
-1.93627799E-03 1.60146893E+00 2.10801753E-02
-1.93189603E-03 1.60164310E+00 2.11265098E-02
-1.92749241E-03 1.60181752E+00 2.11727264E-02
-1.92306694E-03 1.60199218E+00 2.12188283E-02
-1.91861941E-03 1.60216707E+00 2.12648189E-02
-1.91417796E-03 1.60234315E+00 2.13124384E-02
-1.90971906E-03 1.60251962E+00 2.13602016E-02
-1.90523812E-03 1.60269629E+00 2.14078530E-02
-1.90073515E-03 1.60287317E+00 2.14553908E-02
-1.89620995E-03 1.60305027E+00 2.15028182E-02
-1.89166260E-03 1.60322759E+00 2.15501310E-02
-1.88709292E-03 1.60340514E+00 2.15973325E-02
-1.88250069E-03 1.60358289E+00 2.16444258E-02
-1.87788591E-03 1.60376086E+00 2.16914091E-02
-1.87324847E-03 1.60393905E+00 2.17382833E-02
-1.86861324E-03 1.60411868E+00 2.17867571E-02
-1.86396127E-03 1.60429881E+00 2.18355185E-02
-1.85928675E-03 1.60447917E+00 2.18841457E-02
-1.85458944E-03 1.60465975E+00 2.19326421E-02
-1.84986916E-03 1.60484054E+00 2.19810109E-02
-1.84512589E-03 1.60502155E+00 2.20292506E-02
