 EoSType = ColdTable
 Nrho=2000
 RhoMin=   0.161865E-14    RhoMax=   0.998053E-03
HeatCapacity=   0.160000E-02
     GammaTh=   0.166667E+01
    Kappa=   0.100000E+03
 RhoSpacing = Log
-1.84035953E-03 1.60520279E+00 2.20773620E-02
-1.83557009E-03 1.60538425E+00 2.21253433E-02
-1.83075723E-03 1.60556593E+00 2.21732005E-02
-1.82592086E-03 1.60574782E+00 2.22209344E-02
-1.82108381E-03 1.60593061E+00 2.22696917E-02
-1.81623118E-03 1.60611384E+00 2.23187097E-02
-1.81135510E-03 1.60629729E+00 2.23675811E-02
-1.80645559E-03 1.60648099E+00 2.24163043E-02
-1.80153242E-03 1.60666491E+00 2.24648829E-02
-1.79658537E-03 1.60684904E+00 2.25133203E-02
-1.79161445E-03 1.60703341E+00 2.25616149E-02
-1.78661954E-03 1.60721800E+00 2.26097677E-02
-1.78160055E-03 1.60740282E+00 2.26577794E-02
-1.77655736E-03 1.60758787E+00 2.27056511E-02
-1.77151312E-03 1.60777497E+00 2.27543973E-02
-1.76645592E-03 1.60796319E+00 2.28034696E-02
-1.76135423E-03 1.60815167E+00 2.28523985E-02
-1.75608098E-03 1.60834053E+00 2.29012374E-02
-1.75078329E-03 1.60852962E+00 2.29499464E-02
-1.74546105E-03 1.60871896E+00 2.29985209E-02
-1.74011418E-03 1.60890855E+00 2.30469618E-02
-1.73474257E-03 1.60909839E+00 2.30952699E-02
-1.72934613E-03 1.60928848E+00 2.31434461E-02
-1.72392476E-03 1.60947882E+00 2.31914911E-02
-1.71849506E-03 1.60967027E+00 2.32415635E-02
-1.71305096E-03 1.60986253E+00 2.32928484E-02
-1.70758188E-03 1.61005503E+00 2.33439909E-02
-1.70208773E-03 1.61024778E+00 2.33949894E-02
-1.69656842E-03 1.61044080E+00 2.34458447E-02
-1.69102383E-03 1.61063405E+00 2.34965606E-02
-1.68545389E-03 1.61082758E+00 2.35471324E-02
-1.67985849E-03 1.61102136E+00 2.35975666E-02
-1.67423752E-03 1.61121539E+00 2.36478612E-02
-1.66859088E-03 1.61140967E+00 2.36980200E-02
-1.66293360E-03 1.61160462E+00 2.37494162E-02
-1.65726298E-03 1.61180013E+00 2.38018000E-02
-1.65156668E-03 1.61199591E+00 2.38540337E-02
-1.64584458E-03 1.61219193E+00 2.39061208E-02
-1.64009659E-03 1.61238821E+00 2.39580598E-02
-1.63432259E-03 1.61258474E+00 2.40098543E-02
-1.62852250E-03 1.61278153E+00 2.40615024E-02
-1.62269621E-03 1.61297857E+00 2.41130079E-02
-1.61684363E-03 1.61317587E+00 2.41643690E-02
-1.61096463E-03 1.61337342E+00 2.42155894E-02
-1.60507274E-03 1.61357188E+00 2.42677235E-02
-1.59916886E-03 1.61377127E+00 2.43208209E-02
-1.59323854E-03 1.61397092E+00 2.43737606E-02
-1.58728169E-03 1.61417085E+00 2.44265436E-02
-1.58129812E-03 1.61437102E+00 2.44791767E-02
-1.57528786E-03 1.61457148E+00 2.45316522E-02
-1.56925071E-03 1.61477219E+00 2.45839769E-02
-1.56318658E-03 1.61497316E+00 2.46361519E-02
-1.55709541E-03 1.61517440E+00 2.46881751E-02
-1.55097705E-03 1.61537590E+00 2.47400505E-02
-1.54484344E-03 1.61557805E+00 2.47926609E-02
-1.53869917E-03 1.61578102E+00 2.48463253E-02
-1.53252766E-03 1.61598426E+00 2.48998394E-02
-1.52632885E-03 1.61618777E+00 2.49532013E-02
-1.52010264E-03 1.61639156E+00 2.50064118E-02
-1.51384893E-03 1.61659564E+00 2.50594721E-02
-1.50756756E-03 1.61679998E+00 2.51123859E-02
-1.50125848E-03 1.61700461E+00 2.51651512E-02
-1.49492159E-03 1.61720951E+00 2.52177690E-02
-1.48855679E-03 1.61741470E+00 2.52702403E-02
-1.48217449E-03 1.61762083E+00 2.53233305E-02
-1.47578304E-03 1.61782838E+00 2.53776474E-02
-1.46936362E-03 1.61803622E+00 2.54318161E-02
-1.46291613E-03 1.61824433E+00 2.54858377E-02
-1.45644047E-03 1.61845272E+00 2.55397129E-02
-1.44993653E-03 1.61866139E+00 2.55934428E-02
-1.44340421E-03 1.61887034E+00 2.56470282E-02
-1.43684334E-03 1.61907955E+00 2.57004731E-02
-1.43025388E-03 1.61928904E+00 2.57537753E-02
-1.42363566E-03 1.61949880E+00 2.58069388E-02
-1.41699752E-03 1.61970918E+00 2.58607141E-02
-1.41035150E-03 1.61992058E+00 2.59161520E-02
-1.40367673E-03 1.62013227E+00 2.59714176E-02
-1.39697319E-03 1.62034424E+00 2.60265090E-02
-1.39024060E-03 1.62055649E+00 2.60814333E-02
-1.38347895E-03 1.62076901E+00 2.61361885E-02
-1.37668804E-03 1.62098181E+00 2.61907789E-02
-1.36986786E-03 1.62119489E+00 2.62452023E-02
-1.36301829E-03 1.62140825E+00 2.62994597E-02
-1.35613915E-03 1.62162189E+00 2.63535555E-02
-1.34923748E-03 1.62183621E+00 2.64079484E-02
-1.34233023E-03 1.62205219E+00 2.64636952E-02
-1.33539334E-03 1.62226847E+00 2.65192618E-02
-1.32842681E-03 1.62248506E+00 2.65746463E-02
-1.32143044E-03 1.62270195E+00 2.66298529E-02
-1.31440420E-03 1.62291914E+00 2.66848796E-02
-1.30734801E-03 1.62313664E+00 2.67397275E-02
-1.30026174E-03 1.62335445E+00 2.67943977E-02
-1.29314519E-03 1.62357256E+00 2.68488945E-02
-1.28599836E-03 1.62379098E+00 2.69032157E-02
-1.27882651E-03 1.62400998E+00 2.69578556E-02
-1.27165110E-03 1.62423065E+00 2.70147949E-02
-1.26444537E-03 1.62445164E+00 2.70715600E-02
-1.25720919E-03 1.62467294E+00 2.71281520E-02
-1.24994247E-03 1.62489456E+00 2.71845720E-02
-1.24264510E-03 1.62511650E+00 2.72408209E-02
-1.23531673E-03 1.62533874E+00 2.72969066E-02
-1.22795762E-03 1.62556131E+00 2.73528201E-02
-1.22056740E-03 1.62578419E+00 2.74085691E-02
-1.21314609E-03 1.62600739E+00 2.74641513E-02
-1.20569709E-03 1.62623104E+00 2.75198547E-02
-1.19824679E-03 1.62645601E+00 2.75779209E-02
-1.19076535E-03 1.62668131E+00 2.76358151E-02
-1.18304938E-03 1.62690723E+00 2.76936957E-02
-1.17525340E-03 1.62713353E+00 2.77514349E-02
-1.16742597E-03 1.62736011E+00 2.78090016E-02
-1.15956698E-03 1.62758698E+00 2.78663936E-02
-1.15167635E-03 1.62781416E+00 2.79236088E-02
-1.14375399E-03 1.62804164E+00 2.79806514E-02
-1.13579980E-03 1.62826943E+00 2.80375193E-02
-1.12781457E-03 1.62849757E+00 2.80943275E-02
-1.11981949E-03 1.62872743E+00 2.81536810E-02
-1.11179250E-03 1.62895759E+00 2.82128418E-02
-1.10373352E-03 1.62918808E+00 2.82718045E-02
-1.09564247E-03 1.62941890E+00 2.83305704E-02
-1.08751927E-03 1.62965004E+00 2.83891406E-02
-1.07936378E-03 1.62988148E+00 2.84475231E-02
-1.07117595E-03 1.63011326E+00 2.85057125E-02
-1.06295567E-03 1.63034535E+00 2.85637132E-02
-1.05470287E-03 1.63057777E+00 2.86215231E-02
-1.04641743E-03 1.63081051E+00 2.86791468E-02
-1.03812170E-03 1.63104443E+00 2.87391152E-02
-1.02979401E-03 1.63127875E+00 2.87989555E-02
-1.02143358E-03 1.63151338E+00 2.88586169E-02
-1.01304040E-03 1.63174835E+00 2.89180935E-02
-1.00461432E-03 1.63198365E+00 2.89773899E-02
-9.96155314E-04 1.63221929E+00 2.90365037E-02
-9.87663237E-04 1.63245527E+00 2.90954396E-02
-9.79138043E-04 1.63269159E+00 2.91541952E-02
-9.70579600E-04 1.63292825E+00 2.92127751E-02
-9.61987863E-04 1.63316525E+00 2.92711768E-02
-9.53383288E-04 1.63340422E+00 2.93313302E-02
-9.44747286E-04 1.63364367E+00 2.93914976E-02
-9.36077861E-04 1.63388346E+00 2.94514843E-02
-9.27374869E-04 1.63412358E+00 2.95112952E-02
-9.18638216E-04 1.63436401E+00 2.95709312E-02
-9.09867811E-04 1.63460478E+00 2.96303934E-02
-9.01063621E-04 1.63484589E+00 2.96896794E-02
-8.92225431E-04 1.63508731E+00 2.97487974E-02
-8.83353275E-04 1.63532907E+00 2.98077412E-02
-8.74446995E-04 1.63557116E+00 2.98665155E-02
-8.65526899E-04 1.63581496E+00 2.99276856E-02
-8.56576459E-04 1.63605936E+00 2.99891085E-02
-8.47591729E-04 1.63630409E+00 3.00503287E-02
-8.38572688E-04 1.63654916E+00 3.01113440E-02
-8.29519244E-04 1.63679456E+00 3.01721557E-02
-8.20431301E-04 1.63704030E+00 3.02327650E-02
-8.11308768E-04 1.63728638E+00 3.02931732E-02
-8.02151638E-04 1.63753281E+00 3.03533778E-02
-7.92959645E-04 1.63777958E+00 3.04133875E-02
-7.83732873E-04 1.63802669E+00 3.04731960E-02
-7.74491949E-04 1.63827533E+00 3.05348417E-02
-7.65222106E-04 1.63852466E+00 3.05968334E-02
-7.55917471E-04 1.63877437E+00 3.06586096E-02
-7.46577655E-04 1.63902441E+00 3.07201830E-02
-7.37202967E-04 1.63927484E+00 3.07815399E-02
-7.27793117E-04 1.63952563E+00 3.08426891E-02
-7.18348012E-04 1.63977679E+00 3.09036318E-02
-7.08867671E-04 1.64002832E+00 3.09643655E-02
-6.99351781E-04 1.64028020E+00 3.10248992E-02
-6.89800591E-04 1.64053248E+00 3.10852225E-02
-6.80232196E-04 1.64078648E+00 3.11475649E-02
-6.70635539E-04 1.64104140E+00 3.12105664E-02
-6.61003266E-04 1.64129669E+00 3.12733648E-02
-6.51335158E-04 1.64155233E+00 3.13359653E-02
-6.41631373E-04 1.64180836E+00 3.13983613E-02
-6.31891825E-04 1.64206476E+00 3.14605540E-02
-6.22116165E-04 1.64232153E+00 3.15225525E-02
-6.12105545E-04 1.64257892E+00 3.15845342E-02
-6.01929732E-04 1.64283687E+00 3.16464334E-02
-5.91717778E-04 1.64309516E+00 3.17081510E-02
-5.81476943E-04 1.64335450E+00 3.17720315E-02
-5.71203774E-04 1.64361456E+00 3.18369068E-02
-5.60894370E-04 1.64387497E+00 3.19015299E-02
-5.50548674E-04 1.64413575E+00 3.19658983E-02
-5.40166607E-04 1.64439687E+00 3.20300214E-02
-5.29748123E-04 1.64465837E+00 3.20938931E-02
-5.19293131E-04 1.64492021E+00 3.21575226E-02
-5.08801561E-04 1.64518240E+00 3.22209116E-02
-4.98273381E-04 1.64544497E+00 3.22840536E-02
-4.87708535E-04 1.64570791E+00 3.23469501E-02
-4.77115065E-04 1.64597222E+00 3.24109172E-02
-4.66490519E-04 1.64623767E+00 3.24755170E-02
-4.55829192E-04 1.64650355E+00 3.25398481E-02
-4.45130988E-04 1.64676983E+00 3.26039164E-02
-4.34395983E-04 1.64703658E+00 3.26677071E-02
-4.23623981E-04 1.64730373E+00 3.27312382E-02
-4.12814995E-04 1.64757133E+00 3.27945030E-02
-4.01968927E-04 1.64783936E+00 3.28575073E-02
-3.91085762E-04 1.64810783E+00 3.29202485E-02
-3.80165397E-04 1.64837672E+00 3.29827322E-02
-3.69214850E-04 1.64864716E+00 3.30463263E-02
-3.58233368E-04 1.64891901E+00 3.31109592E-02
-3.47214709E-04 1.64919130E+00 3.31754205E-02
-3.36158822E-04 1.64946403E+00 3.32397112E-02
-3.25065527E-04 1.64973718E+00 3.33038407E-02
-3.13934958E-04 1.65001078E+00 3.33677974E-02
-3.02767005E-04 1.65028482E+00 3.34315864E-02
-2.91561470E-04 1.65055928E+00 3.34952170E-02
-2.80318440E-04 1.65083418E+00 3.35586819E-02
-2.69037864E-04 1.65110954E+00 3.36219818E-02
-2.57725847E-04 1.65138623E+00 3.36863992E-02
-2.46383245E-04 1.65166432E+00 3.37521351E-02
-2.35003183E-04 1.65194279E+00 3.38176946E-02
-2.23585525E-04 1.65222163E+00 3.38830828E-02
-2.12130124E-04 1.65250082E+00 3.39483051E-02
-2.00637110E-04 1.65278040E+00 3.40133538E-02
-1.89106241E-04 1.65306034E+00 3.40782386E-02
-1.77537657E-04 1.65334066E+00 3.41429518E-02
-1.65931105E-04 1.65362134E+00 3.42075030E-02
-1.54286741E-04 1.65390241E+00 3.42718845E-02
-1.42610709E-04 1.65418474E+00 3.43373187E-02
-1.30906123E-04 1.65446881E+00 3.44043359E-02
-1.19163292E-04 1.65475326E+00 3.44710857E-02
-1.07382273E-04 1.65503811E+00 3.45375656E-02
-9.55628913E-05 1.65532334E+00 3.46037815E-02
-8.37052101E-05 1.65560898E+00 3.46697307E-02
-7.18089190E-05 1.65589498E+00 3.47354234E-02
-5.98742121E-05 1.65618139E+00 3.48008527E-02
-4.78169719E-05 1.65646834E+00 3.48660383E-02
-3.53960193E-05 1.65675629E+00 3.49310503E-02
-2.29359122E-05 1.65704519E+00 3.49969940E-02
-1.04359760E-05 1.65733554E+00 3.50649986E-02
 2.10256575E-06 1.65762633E+00 3.51327548E-02
 1.46797259E-05 1.65791756E+00 3.52002596E-02
 2.72955238E-05 1.65820922E+00 3.52675190E-02
 3.99499645E-05 1.65850134E+00 3.53345300E-02
 5.26430725E-05 1.65879389E+00 3.54012983E-02
 6.53748452E-05 1.65908689E+00 3.54678210E-02
 7.81453122E-05 1.65938033E+00 3.55341040E-02
 9.09544632E-05 1.65967423E+00 3.56001441E-02
 1.03802723E-04 1.65996922E+00 3.56667283E-02
 1.16690795E-04 1.66026636E+00 3.57351612E-02
 1.29617659E-04 1.66056391E+00 3.58033503E-02
 1.42583229E-04 1.66086192E+00 3.58712837E-02
 1.55587593E-04 1.66116035E+00 3.59389719E-02
 1.68630773E-04 1.66145921E+00 3.60064163E-02
 1.81712790E-04 1.66175850E+00 3.60736184E-02
 1.94833558E-04 1.66205825E+00 3.61405706E-02
 2.07993191E-04 1.66235844E+00 3.62072834E-02
 2.21191706E-04 1.66265905E+00 3.62737582E-02
 2.34429255E-04 1.66296052E+00 3.63406750E-02
 2.47706079E-04 1.66326408E+00 3.64098930E-02
 2.61021965E-04 1.66356805E+00 3.64788359E-02
 2.74376803E-04 1.66387247E+00 3.65474963E-02
 2.87770611E-04 1.66417733E+00 3.66158759E-02
 3.01203405E-04 1.66448263E+00 3.66839764E-02
 3.14675199E-04 1.66478838E+00 3.67517994E-02
 3.28186011E-04 1.66509458E+00 3.68193467E-02
 3.41735853E-04 1.66540123E+00 3.68866199E-02
 3.55324836E-04 1.66570832E+00 3.69536255E-02
 3.68952514E-04 1.66601620E+00 3.70207196E-02
 3.82617160E-04 1.66632663E+00 3.70896710E-02
 3.96320846E-04 1.66663753E+00 3.71583442E-02
 4.10063691E-04 1.66694889E+00 3.72267457E-02
 4.23845605E-04 1.66726074E+00 3.72948723E-02
 4.37666484E-04 1.66757309E+00 3.73627209E-02
 4.51526445E-04 1.66788592E+00 3.74302979E-02
 4.65425622E-04 1.66819922E+00 3.74976098E-02
 4.79363906E-04 1.66851301E+00 3.75646533E-02
 4.93341177E-04 1.66882730E+00 3.76314250E-02
 5.07357344E-04 1.66914230E+00 3.76982262E-02
 5.21652799E-04 1.66946072E+00 3.77683186E-02
 5.36251084E-04 1.66978005E+00 3.78383537E-02
 5.50888381E-04 1.67009988E+00 3.79080859E-02
 5.65564653E-04 1.67042016E+00 3.79775266E-02
 5.80279865E-04 1.67074094E+00 3.80466679E-02
 5.95033983E-04 1.67106219E+00 3.81155163E-02
 6.09826959E-04 1.67138395E+00 3.81840689E-02
 6.24658746E-04 1.67170619E+00 3.82523271E-02
 6.39529319E-04 1.67202893E+00 3.83202975E-02
 6.54438959E-04 1.67235218E+00 3.83880338E-02
 6.69406386E-04 1.67267797E+00 3.84585872E-02
 6.84412584E-04 1.67300426E+00 3.85288363E-02
 6.99457515E-04 1.67333105E+00 3.85987830E-02
 7.14541136E-04 1.67365835E+00 3.86684290E-02
 7.29663406E-04 1.67398616E+00 3.87377761E-02
 7.44824283E-04 1.67431448E+00 3.88068260E-02
 7.60023671E-04 1.67464332E+00 3.88755754E-02
 7.75261570E-04 1.67497267E+00 3.89440311E-02
 7.90537936E-04 1.67530254E+00 3.90121947E-02
 8.05852722E-04 1.67563291E+00 3.90800680E-02
 8.21221343E-04 1.67596689E+00 3.91502575E-02
 8.36629059E-04 1.67630154E+00 3.92202796E-02
 8.52075228E-04 1.67663669E+00 3.92900188E-02
 8.67559499E-04 1.67697239E+00 3.93594563E-02
 8.83082138E-04 1.67730859E+00 3.94286144E-02
 8.98642938E-04 1.67764531E+00 3.94974844E-02
 9.14241846E-04 1.67798256E+00 3.95660680E-02
 9.29878808E-04 1.67832034E+00 3.96343668E-02
 9.45553770E-04 1.67865865E+00 3.97023824E-02
 9.61266676E-04 1.67899749E+00 3.97701165E-02
 9.77031067E-04 1.67933909E+00 3.98409713E-02
 9.92834859E-04 1.67968152E+00 3.99119516E-02
 1.00867667E-03 1.68002445E+00 3.99826516E-02
 1.02455622E-03 1.68036792E+00 4.00530623E-02
 1.04047346E-03 1.68071193E+00 4.01231854E-02
 1.05642857E-03 1.68105644E+00 4.01930332E-02
 1.07242125E-03 1.68140150E+00 4.02625967E-02
 1.08895698E-03 1.68174852E+00 4.03321347E-02
 1.10559766E-03 1.68209626E+00 4.04014011E-02
 1.12227534E-03 1.68244454E+00 4.04703554E-02
 1.13902143E-03 1.68279573E+00 4.05414389E-02
 1.15581114E-03 1.68314798E+00 4.06126986E-02
 1.17263771E-03 1.68350075E+00 4.06836265E-02
 1.18950103E-03 1.68385405E+00 4.07542246E-02
 1.20640098E-03 1.68420789E+00 4.08244896E-02
 1.22333743E-03 1.68456228E+00 4.08944234E-02
 1.24031031E-03 1.68491720E+00 4.09640331E-02
 1.25731953E-03 1.68527264E+00 4.10333261E-02
 1.27436488E-03 1.68562864E+00 4.11022881E-02
 1.29144627E-03 1.68598519E+00 4.11709261E-02
 1.30859234E-03 1.68634477E+00 4.12421093E-02
 1.32578320E-03 1.68670573E+00 4.13138156E-02
 1.34300994E-03 1.68706724E+00 4.13851630E-02
 1.36027230E-03 1.68742932E+00 4.14561427E-02
 1.37757017E-03 1.68779198E+00 4.15267568E-02
 1.39490356E-03 1.68815520E+00 4.15970185E-02
 1.41227220E-03 1.68851899E+00 4.16669187E-02
 1.42967595E-03 1.68888338E+00 4.17364595E-02
 1.44711478E-03 1.68924833E+00 4.18056485E-02
 1.46458846E-03 1.68961387E+00 4.18744820E-02
 1.48212200E-03 1.68998187E+00 4.19450446E-02
 1.49970087E-03 1.69035132E+00 4.20161426E-02
 1.51731415E-03 1.69072138E+00 4.20868824E-02
 1.53496180E-03 1.69109204E+00 4.21572716E-02
 1.55264359E-03 1.69146333E+00 4.22273066E-02
 1.57035948E-03 1.69183522E+00 4.22969949E-02
 1.58810920E-03 1.69220773E+00 4.23663329E-02
 1.60589262E-03 1.69258086E+00 4.24353224E-02
 1.62370958E-03 1.69295462E+00 4.25039652E-02
 1.64219152E-03 1.69333158E+00 4.25725365E-02
 1.66076235E-03 1.69371186E+00 4.26425672E-02
 1.67938833E-03 1.69409427E+00 4.27132875E-02
 1.69804670E-03 1.69447723E+00 4.27836975E-02
 1.71673725E-03 1.69486074E+00 4.28537933E-02
 1.73545978E-03 1.69524486E+00 4.29235653E-02
 1.75421411E-03 1.69562952E+00 4.29930326E-02
 1.77300006E-03 1.69601476E+00 4.30621911E-02
 1.79181740E-03 1.69640057E+00 4.31310368E-02
 1.81066595E-03 1.69678696E+00 4.31995773E-02
 1.82954552E-03 1.69717392E+00 4.32678144E-02
 1.84849071E-03 1.69756333E+00 4.33379147E-02
 1.86749302E-03 1.69795471E+00 4.34092786E-02
 1.88652593E-03 1.69834668E+00 4.34802418E-02
 1.90558930E-03 1.69873920E+00 4.35508126E-02
 1.92468295E-03 1.69913230E+00 4.36209935E-02
 1.94380660E-03 1.69952597E+00 4.36907807E-02
 1.96296022E-03 1.69992020E+00 4.37601887E-02
 1.98214345E-03 1.70031502E+00 4.38292077E-02
 2.00135619E-03 1.70071041E+00 4.38978459E-02
 2.02059832E-03 1.70110635E+00 4.39661118E-02
 2.03989820E-03 1.70150504E+00 4.40352344E-02
 2.05925491E-03 1.70190647E+00 4.41051664E-02
 2.07864024E-03 1.70230853E+00 4.41746971E-02
 2.09805387E-03 1.70271125E+00 4.42438228E-02
 2.11749545E-03 1.70311464E+00 4.43125394E-02
 2.13696502E-03 1.70351868E+00 4.43808617E-02
 2.15646235E-03 1.70392336E+00 4.44487919E-02
 2.17661629E-03 1.70433064E+00 4.45167273E-02
 2.19690881E-03 1.70473888E+00 4.45843825E-02
 2.21722804E-03 1.70514777E+00 4.46516771E-02
 2.23761243E-03 1.70555921E+00 4.47205258E-02
 2.25807190E-03 1.70597373E+00 4.47913892E-02
 2.27855734E-03 1.70638886E+00 4.48618794E-02
 2.29906845E-03 1.70680464E+00 4.49319860E-02
 2.31960499E-03 1.70722104E+00 4.50017238E-02
 2.34016661E-03 1.70763809E+00 4.50710824E-02
 2.36075303E-03 1.70805579E+00 4.51400639E-02
 2.38136404E-03 1.70847411E+00 4.52086832E-02
 2.40199926E-03 1.70889310E+00 4.52769295E-02
 2.42265852E-03 1.70931270E+00 4.53448178E-02
 2.44337348E-03 1.70973429E+00 4.54133350E-02
 2.46416481E-03 1.71015866E+00 4.54831339E-02
 2.48497947E-03 1.71058365E+00 4.55525619E-02
 2.50581714E-03 1.71100927E+00 4.56216148E-02
 2.52667752E-03 1.71143553E+00 4.56902949E-02
 2.54756034E-03 1.71186242E+00 4.57586044E-02
 2.56846531E-03 1.71228995E+00 4.58265455E-02
 2.58939216E-03 1.71271813E+00 4.58941204E-02
 2.61034071E-03 1.71314693E+00 4.59613376E-02
 2.63131059E-03 1.71357637E+00 4.60281929E-02
 2.65232638E-03 1.71400820E+00 4.60953589E-02
 2.67341746E-03 1.71444442E+00 4.61636290E-02
 2.69480647E-03 1.71488245E+00 4.62315541E-02
 2.71677220E-03 1.71532344E+00 4.62991682E-02
 2.73875684E-03 1.71576516E+00 4.63663794E-02
 2.76075999E-03 1.71620755E+00 4.64332031E-02
 2.78278123E-03 1.71665065E+00 4.64996347E-02
 2.80482016E-03 1.71709446E+00 4.65656697E-02
 2.82687639E-03 1.71753897E+00 4.66313233E-02
 2.84894950E-03 1.71798417E+00 4.66965908E-02
 2.87106760E-03 1.71843128E+00 4.67624074E-02
 2.89328712E-03 1.71888263E+00 4.68305990E-02
 2.91552218E-03 1.71933471E+00 4.68983484E-02
 2.93777229E-03 1.71978752E+00 4.69656511E-02
 2.96003715E-03 1.72024104E+00 4.70325229E-02
 2.98231620E-03 1.72069530E+00 4.70989526E-02
 3.00460906E-03 1.72115029E+00 4.71649493E-02
 3.02691522E-03 1.72160602E+00 4.72305081E-02
 3.04923440E-03 1.72206246E+00 4.72956451E-02
 3.07156599E-03 1.72251966E+00 4.73603487E-02
 3.09393027E-03 1.72297854E+00 4.74250996E-02
 3.11639648E-03 1.72344230E+00 4.74914701E-02
 3.13887430E-03 1.72390681E+00 4.75573812E-02
 3.16136318E-03 1.72437207E+00 4.76228285E-02
 3.18386281E-03 1.72483808E+00 4.76878211E-02
 3.20653158E-03 1.72530568E+00 4.77523585E-02
 3.22995512E-03 1.72577794E+00 4.78164736E-02
 3.25338682E-03 1.72625092E+00 4.78802042E-02
 3.27682622E-03 1.72672459E+00 4.79435665E-02
 3.30027282E-03 1.72719900E+00 4.80065416E-02
 3.32374377E-03 1.72767480E+00 4.80696117E-02
 3.34734672E-03 1.72815633E+00 4.81355397E-02
 3.37095536E-03 1.72863860E+00 4.82010436E-02
 3.39456910E-03 1.72912164E+00 4.82661114E-02
 3.41818747E-03 1.72960541E+00 4.83307597E-02
 3.44180996E-03 1.73008991E+00 4.83949905E-02
 3.46543592E-03 1.73057520E+00 4.84587918E-02
 3.48906494E-03 1.73106122E+00 4.85221801E-02
 3.51269650E-03 1.73154798E+00 4.85851574E-02
 3.53632990E-03 1.73203553E+00 4.86477117E-02
 3.55997285E-03 1.73252412E+00 4.87099807E-02
 3.58374679E-03 1.73301816E+00 4.87737754E-02
 3.60752125E-03 1.73351294E+00 4.88370646E-02
 3.63129594E-03 1.73400843E+00 4.88998657E-02
 3.65507023E-03 1.73450464E+00 4.89621741E-02
 3.67884374E-03 1.73500155E+00 4.90239997E-02
 3.70261571E-03 1.73549922E+00 4.90853306E-02
 3.72734403E-03 1.73601239E+00 4.91422310E-02
 3.75206315E-03 1.73652646E+00 4.91986503E-02
 3.77677097E-03 1.73704137E+00 4.92546137E-02
 3.80146684E-03 1.73755715E+00 4.93101161E-02
 3.82632180E-03 1.73808172E+00 4.93668912E-02
 3.85116386E-03 1.73860704E+00 4.94233778E-02
 3.87599169E-03 1.73913300E+00 4.94795945E-02
 3.90080467E-03 1.73965963E+00 4.95355283E-02
 3.92560224E-03 1.74018695E+00 4.95911809E-02
 3.95038383E-03 1.74071496E+00 4.96465542E-02
 3.97514894E-03 1.74124362E+00 4.97016575E-02
 3.99989688E-03 1.74177300E+00 4.97564774E-02
 4.02462725E-03 1.74230304E+00 4.98110310E-02
 4.04933931E-03 1.74283380E+00 4.98653048E-02
 4.07418849E-03 1.74337082E+00 4.99220123E-02
 4.09903035E-03 1.74390875E+00 4.99785561E-02
 4.12385287E-03 1.74444719E+00 5.00347303E-02
 4.14865574E-03 1.74498613E+00 5.00905457E-02
 4.17407636E-03 1.74551577E+00 5.01503693E-02
 4.19995321E-03 1.74603933E+00 5.02128632E-02
 4.22582306E-03 1.74656415E+00 5.02747786E-02
 4.25168480E-03 1.74709024E+00 5.03361166E-02
 4.27753734E-03 1.74761759E+00 5.03968860E-02
 4.30337954E-03 1.74814623E+00 5.04570799E-02
 4.32939038E-03 1.74868180E+00 5.05182903E-02
 4.35541657E-03 1.74921935E+00 5.05791593E-02
 4.38142957E-03 1.74975804E+00 5.06394379E-02
 4.40742839E-03 1.75029786E+00 5.06991275E-02
 4.43341205E-03 1.75083881E+00 5.07582298E-02
 4.45937955E-03 1.75138091E+00 5.08167462E-02
 4.48532989E-03 1.75192414E+00 5.08746783E-02
 4.51126208E-03 1.75246852E+00 5.09320273E-02
 4.53717511E-03 1.75301405E+00 5.09887949E-02
 4.56306796E-03 1.75356074E+00 5.10449824E-02
 4.58910054E-03 1.75411374E+00 5.11035146E-02
 4.61515056E-03 1.75466913E+00 5.11621100E-02
 4.64117791E-03 1.75522562E+00 5.12200589E-02
 4.66718149E-03 1.75578322E+00 5.12773550E-02
 4.69384025E-03 1.75636593E+00 5.13299200E-02
 4.72057828E-03 1.75695338E+00 5.13808703E-02
 4.74727489E-03 1.75754131E+00 5.14309126E-02
 4.77392925E-03 1.75812968E+00 5.14800595E-02
 4.80054048E-03 1.75871854E+00 5.15283074E-02
 4.82710770E-03 1.75930787E+00 5.15756606E-02
 4.85379162E-03 1.75990492E+00 5.16235743E-02
 4.88048525E-03 1.76050547E+00 5.16710617E-02
 4.90713055E-03 1.76110703E+00 5.17176050E-02
 4.93372660E-03 1.76170961E+00 5.17632087E-02
 4.96027278E-03 1.76231318E+00 5.18078938E-02
 4.98676797E-03 1.76291778E+00 5.18516481E-02
 5.01321129E-03 1.76352340E+00 5.18944758E-02
 5.03960186E-03 1.76413006E+00 5.19363811E-02
 5.06593911E-03 1.76473772E+00 5.19773854E-02
 5.09222189E-03 1.76534641E+00 5.20174755E-02
 5.11914258E-03 1.76607261E+00 5.20197388E-02
 5.14647820E-03 1.76690205E+00 5.19857710E-02
 5.17363422E-03 1.76772991E+00 5.19521508E-02
 5.20061150E-03 1.76855623E+00 5.19188719E-02
 5.22741092E-03 1.76938104E+00 5.18859276E-02
 5.25403348E-03 1.77020435E+00 5.18533296E-02
 5.28047990E-03 1.77102625E+00 5.18210522E-02
 5.30675119E-03 1.77184672E+00 5.17891070E-02
 5.33259056E-03 1.77286824E+00 5.16998700E-02
