# EOS Table generated on 20120306 from
# HShenEOS_rho220_temp180_ye65_version2.0_20111026_EOSmaker_svn9.h5
# Original table has nrho ntemp nye:    220   180    65
EoSType = ColdTable
Nrho =  2000
RhoMin =   0.161865E-14      RhoMax =   0.158181E-01
HeatCapacity =   0.160000E-02
GammaTh =   0.166667E+01
Kappa =   0.100000E+03
RhoSpacing = Log
-2.70838910E-03 1.56118604E+00 6.47780875E-03
-2.70800080E-03 1.56118013E+00 6.50340270E-03
-2.70761030E-03 1.56117480E+00 6.52892301E-03
-2.70720662E-03 1.56116999E+00 6.55582158E-03
-2.70680000E-03 1.56116513E+00 6.58265097E-03
-2.70639137E-03 1.56116086E+00 6.60935592E-03
-2.70598039E-03 1.56115693E+00 6.63595876E-03
-2.70556748E-03 1.56115367E+00 6.66243572E-03
-2.70515226E-03 1.56115080E+00 6.68881003E-03
-2.70473517E-03 1.56114866E+00 6.71505802E-03
-2.70431542E-03 1.56114675E+00 6.74122488E-03
-2.70389171E-03 1.56114426E+00 6.76738791E-03
-2.70345678E-03 1.56114321E+00 6.79472276E-03
-2.70301862E-03 1.56114291E+00 6.82208600E-03
-2.70257825E-03 1.56114320E+00 6.84932245E-03
-2.70213536E-03 1.56114387E+00 6.87645214E-03
-2.70169038E-03 1.56114521E+00 6.90345313E-03
-2.70124296E-03 1.56114699E+00 6.93034642E-03
-2.70079086E-03 1.56114792E+00 6.95725517E-03
-2.70033621E-03 1.56114931E+00 6.98406136E-03
-2.69987916E-03 1.56115121E+00 7.01075991E-03
-2.69941236E-03 1.56115472E+00 7.03841877E-03
-2.69894073E-03 1.56115913E+00 7.06630078E-03
-2.69846639E-03 1.56116391E+00 7.09407218E-03
-2.69798940E-03 1.56116912E+00 7.12173141E-03
-2.69750921E-03 1.56117453E+00 7.14930507E-03
-2.69702439E-03 1.56117927E+00 7.17687429E-03
-2.69653723E-03 1.56118471E+00 7.20431422E-03
-2.69604742E-03 1.56119065E+00 7.23164394E-03
-2.69555503E-03 1.56119713E+00 7.25886179E-03
-2.69505404E-03 1.56120510E+00 7.28684719E-03
-2.69454701E-03 1.56121435E+00 7.31523125E-03
-2.69403677E-03 1.56122381E+00 7.34351877E-03
-2.69352125E-03 1.56123247E+00 7.37181266E-03
-2.69300284E-03 1.56124164E+00 7.39998980E-03
-2.69248153E-03 1.56125126E+00 7.42805434E-03
-2.69195734E-03 1.56126138E+00 7.45600566E-03
-2.69142999E-03 1.56127183E+00 7.48386050E-03
-2.69090020E-03 1.56128303E+00 7.51158244E-03
-2.69036300E-03 1.56129560E+00 7.53987637E-03
-2.68981695E-03 1.56130899E+00 7.56882722E-03
-2.68926579E-03 1.56132185E+00 7.59775549E-03
-2.68871187E-03 1.56133536E+00 7.62654881E-03
-2.68815439E-03 1.56134912E+00 7.65524570E-03
-2.68759417E-03 1.56136356E+00 7.68380838E-03
-2.68703051E-03 1.56137831E+00 7.71227218E-03
-2.68646416E-03 1.56139379E+00 7.74060169E-03
-2.68589479E-03 1.56140983E+00 7.76881425E-03
-2.68531663E-03 1.56142587E+00 7.79752481E-03
-2.68472846E-03 1.56144321E+00 7.82706245E-03
-2.68413691E-03 1.56146098E+00 7.85648092E-03
-2.68354196E-03 1.56147920E+00 7.88578087E-03
-2.68294362E-03 1.56149789E+00 7.91496302E-03
-2.68234194E-03 1.56151707E+00 7.94402612E-03
-2.68173735E-03 1.56153696E+00 7.97295275E-03
-2.68112879E-03 1.56155705E+00 8.00179238E-03
-2.68051410E-03 1.56157651E+00 8.03063859E-03
-2.67989401E-03 1.56159688E+00 8.05967960E-03
-2.67926307E-03 1.56161902E+00 8.08971272E-03
-2.67862889E-03 1.56164180E+00 8.11960715E-03
-2.67799068E-03 1.56166486E+00 8.14939786E-03
-2.67734922E-03 1.56168857E+00 8.17905123E-03
-2.67670389E-03 1.56171263E+00 8.20859803E-03
-2.67605531E-03 1.56173738E+00 8.23800892E-03
-2.67539895E-03 1.56176094E+00 8.26747929E-03
-2.67473940E-03 1.56178523E+00 8.29681395E-03
-2.67407524E-03 1.56181011E+00 8.32615976E-03
-2.67339958E-03 1.56183733E+00 8.35666071E-03
-2.67272006E-03 1.56186502E+00 8.38703748E-03
-2.67203666E-03 1.56189318E+00 8.41729112E-03
-2.67134901E-03 1.56192167E+00 8.44743749E-03
-2.67065758E-03 1.56195070E+00 8.47745886E-03
-2.66995846E-03 1.56197882E+00 8.50751355E-03
-2.66925546E-03 1.56200747E+00 8.53744672E-03
-2.66854874E-03 1.56203671E+00 8.56725516E-03
-2.66783741E-03 1.56206621E+00 8.59697303E-03
-2.66711535E-03 1.56209857E+00 8.62785186E-03
-2.66638775E-03 1.56213111E+00 8.65871482E-03
-2.66565645E-03 1.56216430E+00 8.68943600E-03
-2.66492037E-03 1.56219775E+00 8.72005746E-03
-2.66417662E-03 1.56223050E+00 8.75069025E-03
-2.66342807E-03 1.56226350E+00 8.78122698E-03
-2.66267570E-03 1.56229718E+00 8.81162635E-03
-2.66191888E-03 1.56233129E+00 8.84191591E-03
-2.66115842E-03 1.56236614E+00 8.87206557E-03
-2.66038664E-03 1.56240293E+00 8.90325550E-03
-2.65960934E-03 1.56244071E+00 8.93456247E-03
-2.65882717E-03 1.56247883E+00 8.96575872E-03
-2.65803642E-03 1.56251607E+00 8.99698433E-03
-2.65724098E-03 1.56255376E+00 9.02809169E-03
-2.65644150E-03 1.56259212E+00 9.05905914E-03
-2.65563655E-03 1.56263064E+00 9.08994190E-03
-2.65482752E-03 1.56266984E+00 9.12068678E-03
-2.65401390E-03 1.56270953E+00 9.15131703E-03
-2.65319050E-03 1.56275111E+00 9.18277991E-03
-2.65235979E-03 1.56279376E+00 9.21456723E-03
-2.65152128E-03 1.56283596E+00 9.24633550E-03
-2.65067710E-03 1.56287840E+00 9.27800830E-03
-2.64982774E-03 1.56292122E+00 9.30956913E-03
-2.64897329E-03 1.56296445E+00 9.34101637E-03
-2.64811379E-03 1.56300811E+00 9.37234957E-03
-2.64724927E-03 1.56305222E+00 9.40356830E-03
-2.64637982E-03 1.56309682E+00 9.43467103E-03
-2.64550211E-03 1.56314323E+00 9.46639981E-03
-2.64461400E-03 1.56319043E+00 9.49870755E-03
-2.64371822E-03 1.56323739E+00 9.53097366E-03
-2.64281704E-03 1.56328475E+00 9.56312334E-03
-2.64191039E-03 1.56333250E+00 9.59515852E-03
-2.64099909E-03 1.56338090E+00 9.62705236E-03
-2.64008170E-03 1.56342952E+00 9.65885568E-03
-2.63915971E-03 1.56347882E+00 9.69051793E-03
-2.63823170E-03 1.56352837E+00 9.72208824E-03
-2.63729548E-03 1.56357923E+00 9.75412508E-03
-2.63634687E-03 1.56363099E+00 9.78695520E-03
-2.63539174E-03 1.56368291E+00 9.81969306E-03
-2.63443161E-03 1.56373546E+00 9.85228840E-03
-2.63346493E-03 1.56378818E+00 9.88479248E-03
-2.63249329E-03 1.56384156E+00 9.91715440E-03
-2.63151535E-03 1.56389519E+00 9.94942025E-03
-2.63053238E-03 1.56394948E+00 9.98154677E-03
-2.62954310E-03 1.56400405E+00 1.00135785E-02
-2.62854439E-03 1.56405918E+00 1.00459470E-02
-2.62753316E-03 1.56411569E+00 1.00792739E-02
-2.62651664E-03 1.56417282E+00 1.01124561E-02
-2.62549402E-03 1.56423034E+00 1.01455195E-02
-2.62446533E-03 1.56428829E+00 1.01784640E-02
-2.62342987E-03 1.56434648E+00 1.02113125E-02
-2.62238908E-03 1.56440531E+00 1.02440197E-02
-2.62134160E-03 1.56446441E+00 1.02766300E-02
-2.62028822E-03 1.56452402E+00 1.03091195E-02
-2.61922293E-03 1.56458323E+00 1.03418453E-02
-2.61814787E-03 1.56464495E+00 1.03756171E-02
-2.61706624E-03 1.56470704E+00 1.04092709E-02
-2.61597830E-03 1.56476957E+00 1.04428017E-02
-2.61488320E-03 1.56483234E+00 1.04762344E-02
-2.61378235E-03 1.56489573E+00 1.05095263E-02
-2.61267454E-03 1.56495941E+00 1.05427167E-02
-2.61156043E-03 1.56502356E+00 1.05757858E-02
-2.61043815E-03 1.56508781E+00 1.06087862E-02
-2.60930550E-03 1.56515171E+00 1.06417950E-02
-2.60816285E-03 1.56521841E+00 1.06760397E-02
-2.60701262E-03 1.56528533E+00 1.07101845E-02
-2.60585638E-03 1.56535286E+00 1.07441848E-02
-2.60469264E-03 1.56542065E+00 1.07780845E-02
-2.60352218E-03 1.56548889E+00 1.08118616E-02
-2.60234496E-03 1.56555759E+00 1.08455175E-02
-2.60116108E-03 1.56562676E+00 1.08790510E-02
-2.59996624E-03 1.56569553E+00 1.09125811E-02
-2.59876278E-03 1.56576443E+00 1.09460409E-02
-2.59754982E-03 1.56583579E+00 1.09805923E-02
-2.59632867E-03 1.56590771E+00 1.10152104E-02
-2.59510045E-03 1.56598008E+00 1.10497030E-02
-2.59386500E-03 1.56605286E+00 1.10840743E-02
-2.59262252E-03 1.56612611E+00 1.11183206E-02
-2.59137226E-03 1.56619968E+00 1.11524631E-02
-2.59011497E-03 1.56627372E+00 1.11864816E-02
-2.58884597E-03 1.56634736E+00 1.12204995E-02
-2.58756774E-03 1.56642110E+00 1.12544509E-02
-2.58628059E-03 1.56649696E+00 1.12893153E-02
-2.58498539E-03 1.56657385E+00 1.13244126E-02
-2.58368200E-03 1.56665103E+00 1.13594032E-02
-2.58237114E-03 1.56672866E+00 1.13942682E-02
-2.58105283E-03 1.56680675E+00 1.14290077E-02
-2.57972709E-03 1.56688532E+00 1.14636219E-02
-2.57839244E-03 1.56696407E+00 1.14981503E-02
-2.57704631E-03 1.56704260E+00 1.15326558E-02
-2.57569011E-03 1.56712116E+00 1.15671029E-02
-2.57432531E-03 1.56720151E+00 1.16346075E-02
-2.57295230E-03 1.56728321E+00 1.17234906E-02
-2.57157140E-03 1.56736535E+00 1.18123503E-02
-2.57018190E-03 1.56744780E+00 1.19012201E-02
-2.56878450E-03 1.56753071E+00 1.19900845E-02
-2.56737857E-03 1.56761396E+00 1.20789781E-02
-2.56596493E-03 1.56769771E+00 1.21678776E-02
-2.56453707E-03 1.56778085E+00 1.22569876E-02
-2.56310052E-03 1.56786438E+00 1.23461182E-02
-2.56094426E-03 1.56784779E+00 1.24495870E-02
-2.55794415E-03 1.56771750E+00 1.25716071E-02
-2.55486913E-03 1.56758366E+00 1.26975503E-02
-2.55171892E-03 1.56744665E+00 1.28273995E-02
-2.54847571E-03 1.56730408E+00 1.29615855E-02
-2.54515466E-03 1.56715874E+00 1.30997616E-02
-2.54175604E-03 1.56701102E+00 1.32419337E-02
-2.53802852E-03 1.56685997E+00 1.33884437E-02
-2.53320752E-03 1.56670500E+00 1.35399152E-02
-2.52967421E-03 1.56660985E+00 1.36441264E-02
-2.52875313E-03 1.56663221E+00 1.36464612E-02
-2.52691299E-03 1.56664743E+00 1.36453802E-02
-2.52449741E-03 1.56666095E+00 1.36397823E-02
-2.52202278E-03 1.56667292E+00 1.36292940E-02
-2.51944431E-03 1.56667725E+00 1.36150584E-02
-2.51680928E-03 1.56668103E+00 1.35954487E-02
-2.51410193E-03 1.56668232E+00 1.35708051E-02
-2.51130147E-03 1.56667868E+00 1.35413511E-02
-2.50868919E-03 1.56669818E+00 1.35092874E-02
-2.50693060E-03 1.56679904E+00 1.34865984E-02
-2.50515812E-03 1.56689984E+00 1.34632449E-02
-2.50337551E-03 1.56700107E+00 1.34391402E-02
-2.50158581E-03 1.56710312E+00 1.34141940E-02
-2.49978913E-03 1.56720600E+00 1.33883903E-02
-2.49798575E-03 1.56730976E+00 1.33617102E-02
-2.49617320E-03 1.56741407E+00 1.33341886E-02
-2.49435160E-03 1.56751897E+00 1.33058012E-02
-2.49252420E-03 1.56762494E+00 1.32812271E-02
-2.49067606E-03 1.56773108E+00 1.33188022E-02
-2.48881708E-03 1.56783757E+00 1.33563061E-02
-2.48693797E-03 1.56794327E+00 1.33940041E-02
-2.48504563E-03 1.56804907E+00 1.34316520E-02
-2.48314890E-03 1.56815606E+00 1.34690959E-02
-2.48124251E-03 1.56826358E+00 1.35064303E-02
-2.47932639E-03 1.56837166E+00 1.35436575E-02
-2.47740379E-03 1.56848066E+00 1.35807236E-02
-2.47547500E-03 1.56859061E+00 1.36176258E-02
-2.47352524E-03 1.56870088E+00 1.36557926E-02
-2.47156838E-03 1.56881207E+00 1.36938762E-02
-2.46959897E-03 1.56892349E+00 1.37318896E-02
-2.46761444E-03 1.56903485E+00 1.37699143E-02
-2.46561119E-03 1.56914578E+00 1.38080200E-02
-2.46360067E-03 1.56925758E+00 1.38459819E-02
-2.46158032E-03 1.56936997E+00 1.38838451E-02
-2.45955034E-03 1.56948298E+00 1.39216087E-02
-2.45751374E-03 1.56959695E+00 1.39592258E-02
-2.45546119E-03 1.56971132E+00 1.39978094E-02
-2.45339655E-03 1.56982616E+00 1.40365583E-02
-2.45132163E-03 1.56994153E+00 1.40752074E-02
-2.44923929E-03 1.57005775E+00 1.41137127E-02
-2.44714705E-03 1.57017455E+00 1.41521164E-02
-2.44503043E-03 1.57029035E+00 1.41907411E-02
-2.44289889E-03 1.57040621E+00 1.42293561E-02
-2.44076040E-03 1.57052299E+00 1.42678079E-02
-2.43861212E-03 1.57064041E+00 1.43061443E-02
-2.43644928E-03 1.57075872E+00 1.43452304E-02
-2.43427173E-03 1.57087753E+00 1.43846528E-02
-2.43208623E-03 1.57099716E+00 1.44239113E-02
-2.42989021E-03 1.57111736E+00 1.44630480E-02
-2.42768395E-03 1.57123816E+00 1.45020602E-02
-2.42547041E-03 1.57135986E+00 1.45409037E-02
-2.42324712E-03 1.57148220E+00 1.45796186E-02
-2.42099362E-03 1.57160317E+00 1.46185780E-02
-2.41872835E-03 1.57172462E+00 1.46574404E-02
-2.41645019E-03 1.57184666E+00 1.46969634E-02
-2.41415769E-03 1.57196912E+00 1.47370651E-02
-2.41185403E-03 1.57209214E+00 1.47770492E-02
-2.40953938E-03 1.57221573E+00 1.48169150E-02
-2.40721710E-03 1.57234022E+00 1.48566141E-02
-2.40488422E-03 1.57246533E+00 1.48961937E-02
-2.40254133E-03 1.57259111E+00 1.49356468E-02
-2.40018591E-03 1.57271733E+00 1.49750127E-02
-2.39782368E-03 1.57284453E+00 1.50142186E-02
-2.39542561E-03 1.57297034E+00 1.50543177E-02
-2.39301074E-03 1.57309668E+00 1.50950840E-02
-2.39058412E-03 1.57322355E+00 1.51357417E-02
-2.38814920E-03 1.57335126E+00 1.51762416E-02
-2.38570324E-03 1.57347956E+00 1.52166265E-02
-2.38324641E-03 1.57360848E+00 1.52568958E-02
-2.38077921E-03 1.57373805E+00 1.52970443E-02
-2.37830182E-03 1.57386830E+00 1.53370717E-02
-2.37581441E-03 1.57399924E+00 1.53769778E-02
-2.37331521E-03 1.57413088E+00 1.54171673E-02
-2.37079546E-03 1.57426274E+00 1.54584052E-02
-2.36824304E-03 1.57439335E+00 1.54998191E-02
-2.36568281E-03 1.57452488E+00 1.55410470E-02
-2.36310820E-03 1.57465679E+00 1.55821830E-02
-2.36051957E-03 1.57478911E+00 1.56232231E-02
-2.35792580E-03 1.57492258E+00 1.56640453E-02
-2.35531860E-03 1.57505652E+00 1.57047675E-02
-2.35270110E-03 1.57519119E+00 1.57453478E-02
-2.35007119E-03 1.57532645E+00 1.57859903E-02
-2.34742079E-03 1.57546183E+00 1.58277738E-02
-2.34476185E-03 1.57559808E+00 1.58693915E-02
-2.34208873E-03 1.57573474E+00 1.59109231E-02
-2.33938693E-03 1.57587061E+00 1.59526795E-02
-2.33667027E-03 1.57600684E+00 1.59943927E-02
-2.33393951E-03 1.57614352E+00 1.60360156E-02
-2.33119779E-03 1.57628089E+00 1.60775079E-02
-2.32844527E-03 1.57641898E+00 1.61188698E-02
-2.32567956E-03 1.57655759E+00 1.61601360E-02
-2.32289731E-03 1.57669716E+00 1.62027426E-02
-2.32009999E-03 1.57683712E+00 1.62452543E-02
-2.31729390E-03 1.57697796E+00 1.62875849E-02
-2.31447366E-03 1.57711925E+00 1.63298080E-02
-2.31163951E-03 1.57726104E+00 1.63719226E-02
-2.30878702E-03 1.57740294E+00 1.64140204E-02
-2.30590601E-03 1.57754421E+00 1.64562401E-02
-2.30301115E-03 1.57768600E+00 1.64983490E-02
-2.30010833E-03 1.57782877E+00 1.65402727E-02
-2.29718512E-03 1.57797152E+00 1.65835161E-02
-2.29424723E-03 1.57811475E+00 1.66268577E-02
-2.29129715E-03 1.57825863E+00 1.66700533E-02
-2.28833527E-03 1.57840320E+00 1.67130996E-02
-2.28536176E-03 1.57854847E+00 1.67559967E-02
-2.28237439E-03 1.57869428E+00 1.67987738E-02
-2.27937339E-03 1.57884066E+00 1.68414299E-02
-2.27636035E-03 1.57898771E+00 1.68839549E-02
-2.27331166E-03 1.57913370E+00 1.69267501E-02
-2.27024156E-03 1.57928005E+00 1.69704507E-02
-2.26715621E-03 1.57942700E+00 1.70143793E-02
-2.26405808E-03 1.57957461E+00 1.70581593E-02
-2.26086415E-03 1.57972279E+00 1.71018413E-02
-2.25765161E-03 1.57987188E+00 1.71453376E-02
-2.25442461E-03 1.58002153E+00 1.71887136E-02
-2.25118351E-03 1.58017173E+00 1.72319686E-02
-2.24793144E-03 1.58032273E+00 1.72750629E-02
-2.24466596E-03 1.58047436E+00 1.73180303E-02
-2.24137791E-03 1.58062624E+00 1.73620044E-02
-2.23806063E-03 1.58077783E+00 1.74067828E-02
-2.23471497E-03 1.58092905E+00 1.74516427E-02
-2.23135370E-03 1.58108076E+00 1.74963884E-02
-2.22797722E-03 1.58123303E+00 1.75410098E-02
-2.22459160E-03 1.58138622E+00 1.75854438E-02
-2.22119142E-03 1.58154001E+00 1.76297500E-02
-2.21777702E-03 1.58169440E+00 1.76739319E-02
-2.21434878E-03 1.58184943E+00 1.77179850E-02
-2.21090388E-03 1.58200503E+00 1.77625729E-02
-2.20743427E-03 1.58216070E+00 1.78078839E-02
-2.20395487E-03 1.58231726E+00 1.78530051E-02
-2.20046054E-03 1.58247440E+00 1.78979951E-02
-2.19692410E-03 1.58263028E+00 1.79432855E-02
-2.19337073E-03 1.58278661E+00 1.79884794E-02
-2.18980237E-03 1.58294355E+00 1.80335357E-02
-2.18621935E-03 1.58310109E+00 1.80784602E-02
-2.18262779E-03 1.58325963E+00 1.81231811E-02
-2.17901157E-03 1.58341838E+00 1.81684028E-02
-2.17537467E-03 1.58357777E+00 1.82146236E-02
-2.17172761E-03 1.58373805E+00 1.82606411E-02
-2.16805956E-03 1.58389859E+00 1.83065798E-02
-2.16438194E-03 1.58406006E+00 1.83523132E-02
-2.16068412E-03 1.58422184E+00 1.83979624E-02
-2.15696892E-03 1.58438408E+00 1.84435145E-02
-2.15321676E-03 1.58454559E+00 1.84892439E-02
-2.14944682E-03 1.58470757E+00 1.85348676E-02
-2.14565835E-03 1.58486995E+00 1.85807144E-02
-2.14185030E-03 1.58503260E+00 1.86278069E-02
-2.13802020E-03 1.58519549E+00 1.86748234E-02
-2.13417987E-03 1.58535930E+00 1.87216361E-02
-2.13032109E-03 1.58552357E+00 1.87683369E-02
-2.12644707E-03 1.58568847E+00 1.88148929E-02
-2.12256093E-03 1.58585419E+00 1.88612725E-02
-2.11866019E-03 1.58602058E+00 1.89075068E-02
-2.11473988E-03 1.58618738E+00 1.89536473E-02
-2.11079514E-03 1.58635431E+00 1.89998849E-02
-2.10680143E-03 1.58652050E+00 1.90477368E-02
-2.10279391E-03 1.58668743E+00 1.90954138E-02
-2.09876411E-03 1.58685465E+00 1.91430097E-02
-2.09472404E-03 1.58702280E+00 1.91904005E-02
-2.09066826E-03 1.58719160E+00 1.92376425E-02
-2.08659707E-03 1.58736105E+00 1.92847380E-02
-2.08250531E-03 1.58753089E+00 1.93317394E-02
-2.07840454E-03 1.58770174E+00 1.93785314E-02
-2.07428397E-03 1.58787300E+00 1.94252286E-02
-2.07013698E-03 1.58804447E+00 1.94736496E-02
-2.06596968E-03 1.58821634E+00 1.95221023E-02
-2.06177101E-03 1.58838803E+00 1.95705912E-02
-2.05753933E-03 1.58855945E+00 1.96191341E-02
-2.05329127E-03 1.58873151E+00 1.96675229E-02
-2.04902736E-03 1.58890426E+00 1.97157495E-02
-2.04474792E-03 1.58907770E+00 1.97638148E-02
-2.04044757E-03 1.58925156E+00 1.98117771E-02
-2.03613256E-03 1.58942617E+00 1.98595740E-02
-2.03179189E-03 1.58960096E+00 1.99085065E-02
-2.02743409E-03 1.58977638E+00 1.99575979E-02
-2.02305426E-03 1.58995217E+00 2.00065861E-02
-2.01865852E-03 1.59012865E+00 2.00554074E-02
-2.01424715E-03 1.59030583E+00 2.01040629E-02
-2.00980479E-03 1.59048292E+00 2.01527615E-02
-2.00532482E-03 1.59065960E+00 2.02015863E-02
-2.00082339E-03 1.59083673E+00 2.02503079E-02
-1.99630685E-03 1.59101460E+00 2.02988656E-02
-1.99176631E-03 1.59119307E+00 2.03485504E-02
-1.98720058E-03 1.59137194E+00 2.03987824E-02
-1.98262362E-03 1.59155174E+00 2.04487939E-02
-1.97802452E-03 1.59173198E+00 2.04986892E-02
-1.97340373E-03 1.59191266E+00 2.05484670E-02
-1.96877271E-03 1.59209432E+00 2.05980212E-02
-1.96412082E-03 1.59227648E+00 2.06474541E-02
-1.95945399E-03 1.59245939E+00 2.06967112E-02
-1.95475502E-03 1.59264224E+00 2.07459900E-02
-1.95000736E-03 1.59282408E+00 2.07964108E-02
-1.94523157E-03 1.59300596E+00 2.08476232E-02
-1.94043828E-03 1.59318852E+00 2.08986537E-02
-1.93562777E-03 1.59337179E+00 2.09495038E-02
-1.93080032E-03 1.59355574E+00 2.10001751E-02
-1.92595092E-03 1.59374021E+00 2.10507098E-02
-1.92108538E-03 1.59392542E+00 2.11010626E-02
-1.91620424E-03 1.59411140E+00 2.11512282E-02
-1.91130234E-03 1.59429794E+00 2.12012563E-02
-1.90637857E-03 1.59448512E+00 2.12518000E-02
-1.90142856E-03 1.59467285E+00 2.13032635E-02
-1.89644770E-03 1.59486068E+00 2.13546950E-02
-1.89141792E-03 1.59504776E+00 2.14063718E-02
-1.88637105E-03 1.59523559E+00 2.14578679E-02
-1.88130128E-03 1.59542389E+00 2.15092444E-02
-1.87621519E-03 1.59561298E+00 2.15604388E-02
-1.87110733E-03 1.59580260E+00 2.16115038E-02
-1.86598384E-03 1.59599301E+00 2.16623880E-02
-1.86084053E-03 1.59618400E+00 2.17136742E-02
-1.85566195E-03 1.59637485E+00 2.17665410E-02
-1.85046596E-03 1.59656642E+00 2.18192155E-02
-1.84524741E-03 1.59675851E+00 2.18717449E-02
-1.84001214E-03 1.59695136E+00 2.19240814E-02
-1.83476070E-03 1.59714499E+00 2.19762190E-02
-1.82944570E-03 1.59733739E+00 2.20286481E-02
-1.82411527E-03 1.59753060E+00 2.20808799E-02
-1.81875687E-03 1.59772413E+00 2.21330134E-02
-1.81338088E-03 1.59791841E+00 2.21851557E-02
-1.80797118E-03 1.59811273E+00 2.22386961E-02
-1.80253776E-03 1.59830758E+00 2.22920887E-02
-1.79709220E-03 1.59850339E+00 2.23452401E-02
-1.79161821E-03 1.59869954E+00 2.23982869E-02
-1.78612745E-03 1.59889649E+00 2.24511338E-02
-1.78062015E-03 1.59909423E+00 2.25037833E-02
-1.77509135E-03 1.59929259E+00 2.25562782E-02
-1.76954155E-03 1.59949159E+00 2.26086167E-02
-1.76394812E-03 1.59969033E+00 2.26610498E-02
-1.75829928E-03 1.59988849E+00 2.27157942E-02
-1.75263066E-03 1.60008735E+00 2.27703799E-02
-1.74693803E-03 1.60028676E+00 2.28248079E-02
-1.74122201E-03 1.60048674E+00 2.28790729E-02
-1.73548875E-03 1.60068752E+00 2.29331279E-02
-1.72973269E-03 1.60088888E+00 2.29870235E-02
-1.72395485E-03 1.60109090E+00 2.30407470E-02
-1.71816085E-03 1.60129375E+00 2.30942610E-02
-1.71234592E-03 1.60149728E+00 2.31476016E-02
-1.70649352E-03 1.60170043E+00 2.32025942E-02
-1.70061791E-03 1.60190411E+00 2.32577142E-02
-1.69471907E-03 1.60210838E+00 2.33126635E-02
-1.68875046E-03 1.60231152E+00 2.33679428E-02
-1.68276390E-03 1.60251546E+00 2.34230141E-02
-1.67675393E-03 1.60272001E+00 2.34779239E-02
-1.67072688E-03 1.60292541E+00 2.35326241E-02
-1.66467165E-03 1.60313126E+00 2.35872057E-02
-1.65860033E-03 1.60333799E+00 2.36415753E-02
-1.65249048E-03 1.60354499E+00 2.36972304E-02
-1.64636480E-03 1.60375296E+00 2.37531760E-02
-1.64013637E-03 1.60396134E+00 2.38090383E-02
-1.63376733E-03 1.60417021E+00 2.38648278E-02
-1.62738633E-03 1.60438008E+00 2.39203618E-02
-1.62098275E-03 1.60459060E+00 2.39757249E-02
-1.61452983E-03 1.60480083E+00 2.40311876E-02
-1.60803498E-03 1.60501102E+00 2.40867114E-02
-1.60151171E-03 1.60522168E+00 2.41421062E-02
-1.59495347E-03 1.60543257E+00 2.41987435E-02
-1.58836540E-03 1.60564388E+00 2.42561847E-02
-1.58174674E-03 1.60585561E+00 2.43134876E-02
-1.57510950E-03 1.60606816E+00 2.43705602E-02
-1.56844840E-03 1.60628136E+00 2.44274477E-02
-1.56176401E-03 1.60649524E+00 2.44841430E-02
-1.55505679E-03 1.60670980E+00 2.45406502E-02
-1.54832730E-03 1.60692506E+00 2.45969649E-02
-1.54158148E-03 1.60714122E+00 2.46530482E-02
-1.53479271E-03 1.60735758E+00 2.47098727E-02
-1.52793586E-03 1.60757323E+00 2.47677905E-02
-1.52103028E-03 1.60778870E+00 2.48257047E-02
-1.51410559E-03 1.60800501E+00 2.48833943E-02
-1.50716215E-03 1.60822217E+00 2.49408592E-02
-1.50018875E-03 1.60843979E+00 2.49981905E-02
-1.49319763E-03 1.60865831E+00 2.50552890E-02
-1.48617775E-03 1.60887736E+00 2.51122467E-02
-1.47914100E-03 1.60909731E+00 2.51689780E-02
-1.47207188E-03 1.60931780E+00 2.52263615E-02
-1.46494758E-03 1.60953824E+00 2.52854548E-02
-1.45781517E-03 1.60975986E+00 2.53442359E-02
-1.45065313E-03 1.60998199E+00 2.54028564E-02
-1.44346202E-03 1.61020466E+00 2.54613166E-02
-1.43619845E-03 1.61042667E+00 2.55200176E-02
-1.42889837E-03 1.61064903E+00 2.55786034E-02
-1.42158647E-03 1.61087245E+00 2.56369029E-02
-1.41424563E-03 1.61109644E+00 2.56950375E-02
-1.40687780E-03 1.61132101E+00 2.57533626E-02
-1.39946422E-03 1.61154545E+00 2.58132844E-02
-1.39201927E-03 1.61177044E+00 2.58730273E-02
-1.38455462E-03 1.61199626E+00 2.59325270E-02
-1.37705960E-03 1.61222262E+00 2.59918563E-02
-1.36954601E-03 1.61244989E+00 2.60509381E-02
-1.36200314E-03 1.61267773E+00 2.61098552E-02
-1.35443164E-03 1.61290617E+00 2.61686083E-02
-1.34684822E-03 1.61313568E+00 2.62270652E-02
-1.33917166E-03 1.61336385E+00 2.62853303E-02
-1.33144711E-03 1.61359276E+00 2.63452560E-02
-1.32369457E-03 1.61382235E+00 2.64049208E-02
-1.31591483E-03 1.61405266E+00 2.64643083E-02
-1.30811412E-03 1.61428387E+00 2.65233832E-02
-1.30027561E-03 1.61451552E+00 2.65822394E-02
-1.29242875E-03 1.61474840E+00 2.66407018E-02
-1.28454542E-03 1.61498178E+00 2.66989273E-02
-1.27664319E-03 1.61521610E+00 2.67568177E-02
-1.26870605E-03 1.61545098E+00 2.68144505E-02
-1.26072899E-03 1.61568629E+00 2.68746051E-02
-1.25271080E-03 1.61592202E+00 2.69348745E-02
-1.24467175E-03 1.61615874E+00 2.69948774E-02
-1.23656164E-03 1.61639567E+00 2.70551078E-02
-1.22840774E-03 1.61663304E+00 2.71154586E-02
-1.22022215E-03 1.61687098E+00 2.71758280E-02
